CORP_KEY|ENTITY_TYPE|CORPORATENAME_NATIVE|RELATIONSHIP_STARTDATE|STATUS|LEGALENTITY_TYPE|SEGMENT|SUBSEGMENT|WEBSITE_ADDRESS|KEYCONTACT_PERSONNAME|PHONECITYCODE|PHONELOCALCODE|PHONECOUNTRYCODE|NOTES|PRINCIPLE_PLACEOPERATION|BUSINESS_GROUP|PRIMARYRM_ID|DATE_OF_INCORPORATION|DATE_OF_COMMENCEMENT|PRIMARY_SERVICE_CENTER|RELATIONSHIP_CREATEDBY|SECTOR|SUBSECTOR|TAXID|ENTITYCLASS|AVERAGE_ANNUALINCOME|SOURCE_OF_FUNDS|GROUP_ID|GROUP_ID_CODE|PARENT_CIF|CUSTOMER_RATING|HEALTH_CODE|RECORD_STATUS|EFFECTIVE_DATE|LINE_OF_ACTIVITY_DESC|CUST_MGR_OPIN|CUST_TYPE_DESC|CUST_STAT_CHG_DATE|TDS_TBL_DESC|CUST_SWIFT_CODE|IS_SWIFT_CODE_OF_BANK|CUSTDEPOSITSINOTHERBANKS|TOTALFUNDBASE|TOTALNONFUNDBASE|ADVANCEASONDATE|CUST_CONST|DOCUMENT_RECEIVED_FLAG|CRNCY_CODE_CORPORATE|TRADE_SERVICES_AVAILED|PRIMARYSOLID|CHRG_DR_FORACID|CHRG_DR_SOL_ID|CUST_CHRG_HISTORY_FLG|TOT_TOD_ALWD_TIMES|SMALL_STR1|SMALL_STR2|SMALL_STR3|SMALL_STR4|SMALL_STR5|SMALL_STR6|SMALL_STR7|SMALL_STR8|SMALL_STR9|SMALL_STR10|MED_STR1|MED_STR2|MED_STR3|MED_STR4|MED_STR5|MED_STR6|MED_STR7|MED_STR8|MED_STR9|MED_STR10|LARGE_STR1|LARGE_STR2|LARGE_STR3|LARGE_STR4|LARGE_STR5|DATE1|DATE2|DATE3|DATE4|DATE5|DATE6|DATE7|DATE8|DATE9|DATE10|NUMBER1|NUMBER2|NUMBER3|NUMBER4|NUMBER5|NUMBER6|NUMBER7|NUMBER8|NUMBER9|NUMBER10|DECIMAL1|DECIMAL2|DECIMAL3|DECIMAL4|DECIMAL5|DECIMAL6|DECIMAL7|DECIMAL9|DECIMAL10|DECIMAL8|CORE_CUST_ID|CIFID|CREATEDBYSYSTEMID|CORPORATENAME_NATIVE1|SHORT_NAME_NATIVE1|OWNERAGENT|PRIMARYRMLOGIN_ID|SECONDARYRMLOGIN_ID|TERTIARYRMLOGIN_ID|ACCESSOWNERGROUP|ACCESSOWNERSEGMENT|ACCESSOWNERBC|ACCESSOWNERAGENT|ACCESSASSIGNEEAGENT|PRIMARYPARENTCOMPANY|COUNTRYOFPRINCIPALOPERATION|PARENTCIF_ID|CHARGELEVELCODE|COUNTRYOFORIGIN|COUNTRYOFINCORPORATION|INTUSERFIELD1|INTUSERFIELD2|INTUSERFIELD3|INTUSERFIELD4|INTUSERFIELD5|STRUSERFIELD1|STRUSERFIELD2|STRUSERFIELD3|STRUSERFIELD4|STRUSERFIELD5|STRUSERFIELD6|STRUSERFIELD7|STRUSERFIELD8|STRUSERFIELD9|STRUSERFIELD10|STRUSERFIELD11|STRUSERFIELD12|STRUSERFIELD13|STRUSERFIELD14|STRUSERFIELD15|STRUSERFIELD16|STRUSERFIELD17|STRUSERFIELD18|STRUSERFIELD19|STRUSERFIELD20|STRUSERFIELD21|STRUSERFIELD22|STRUSERFIELD23|STRUSERFIELD24|STRUSERFIELD25|STRUSERFIELD26|STRUSERFIELD27|STRUSERFIELD28|STRUSERFIELD29|STRUSERFIELD30|DATEUSERFIELD1|DATEUSERFIELD2|DATEUSERFIELD3|DATEUSERFIELD4|DATEUSERFIELD5|NATIVELANGCODE|CUST_HLTH|LASTSUBMITTEDDATE|RISK_PROFILE_SCORE|RISK_PROFILE_EXPIRY_DATE|OUTSTANDING_MORTAGE|CORPORATE_NAME|SHORT_NAME|SHORT_NAME_NATIVE|REGISTRATION_NUMBER|CHANNELSACCESSED|ZIP|BACKENDID|DELINQUENCY_FLAG|SUSPEND_FLAG|SUSPEND_NOTES|SUSPEND_REASON|BLACKLIST_FLAG|BLACKLIST_NOTES|BLACKLIST_REASON|NEGATIVE_FLAG|NEGATIVE_NOTES|NEGATIVE_REASON|DSAID|CUSTASSET_CLASSIFICATION|CLASSIFIED_ON|CUST_CREATION_MODE|INCREMENTALDATEUPDATE|LANG_CODE|TDS_CUST_ID|OTHERLIMITS|CORE_INTROD_CUST_ID|INTROD_NAME|INTROD_STAT_CODE|ENTITY_STAGE|ENTITY_STEP_STATUS|EMAIL2|CUST_GRP|CUST_CONST_CODE|CUSTASSET_CLSFTION_CODE|LEGALENTITY_TYPE_CODE|REGION_CODE|PRIORITY_CODE|BUSINESS_TYPE_CODE|RELATIONSHIP_TYPE_CODE|CRNCY_CODE|STR1|STR2|STR3|STR4|STR5|STR6|STR7|STR8|STR9|STR10|STR11|STR12|STR13|STR14|STR15|AMOUNT1|AMOUNT2|AMOUNT3|AMOUNT4|AMOUNT5|INT1|INT2|INT3|INT4|INT5|FLAG1|FLAG2|FLAG3|FLAG4|FLAG5|MLUSERFIELD1|MLUSERFIELD2|MLUSERFIELD3|MLUSERFIELD4|MLUSERFIELD5|MLUSERFIELD6|MLUSERFIELD7|MLUSERFIELD8|MLUSERFIELD9|MLUSERFIELD10|UNIQUEGROUPFLAG|BANK_ID|ZAKAT_DEDUCTION|ASSET_CLASSIFICATION|CUSTOMER_LEVEL_PROVISIONING|ISLAMIC_BANKING_CUSTOMER|PREFERREDCALENDAR|IDTYPEC1|IDTYPEC2|IDTYPEC3|IDTYPEC4|IDTYPEC5|IDTYPEC6|IDTYPEC7|IDTYPEC8|IDTYPEC9|IDTYPEC10|CORPORATE_NAME_ALT1|SHORT_NAME_ALT1|KEYCONTACT_PERSONNAME_ALT1|PARENT_CIF_ALT1|BOCREATEDBYLOGINID|SUBMITFORKYC|KYC_REVIEWDATE|KYC_DATE|RISKRATING|FOREIGNACCTAXREPORTINGREQ|FOREIGNTAXREPORTINGCOUNTRY|FOREIGNTAXREPORTINGSTATUS|LASTFOREIGNTAXREVIEWDATE|NEXTFOREIGNTAXREVIEWDATE|FATCAREMARKS|MLUSERFIELD11|MLUSERFIELD12|MLUSERFIELD13|MLUSERFIELD14|MLUSERFIELD15|MLUSERFIELD16|MLUSERFIELD17|MLUSERFIELD18|MLUSERFIELD19|INT6|INT7|DATE6_1|DATE7_1|DATE8_1|DATE9_1|DATE10_1
C000105321|CUSTOMER|N7W T3R1#NY# N3RM#N S7W#|07-May-2008|NORMAL|CORPORATE|LOW|LOW||ASHIRWAD HIGHER SECONDARY|||977|Remarks: /Telephone2:9841595838|NEPAL|DEF_BUS_GROUP||01-01-1900||2008/05/07 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|004|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||N7W T3R1#NY# N3RM#N S7W#|N7W T3R1#NY# N3RM#N S7W#||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2017/06/02 00:00:00.000000000||N7W T3R1#NY# N3RM#N S7W#|N7W T3R1#N|N7W T3R1#NY# N3RM#N S7W#||||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||WAIVED BY BM||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00105321||||||||||||||||||||||||||||||||||||||||
C000105332|CUSTOMER|PR#5#T3 N3RM#N S7W#|07-May-2008|NORMAL|CORPORATE|LOW|LOW||GOVINDA RAJ KANDEL|690401||977|Remarks: /Telephone2:9851086204|NEPAL|DEF_BUS_GROUP||01-01-1900||2008/05/07 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|004|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||PR#5#T3 N3RM#N S7W#|PR#5#T3 N3RM#N S7W#||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/12/14 00:00:00.000000000||PR#5#T3 N3RM#N S7W#|PR#5#T3 N3|PR#5#T3 N3RM#N S7W#||||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SELF||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00105332||||||||||||||||||||||||||||||||||||||||
C000105343|CUSTOMER|S4R77 1R3S4N# 1. ST&R7|07-May-2008|NORMAL|CORPORATE|LOW|LOW||KRISHNA PD. SILWAL|010-690541||977|Remarks: /Telephone2:9841303025|NEPAL|DEF_BUS_GROUP||01-01-1900||2008/05/07 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|004|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||S4R77 1R3S4N# 1. ST&R7|S4R77 1R3S4N# 1. ST&R7||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/12/14 00:00:00.000000000||S4R77 1R3S4N# 1. ST&R7|S4R77 1R3S|S4R77 1R3S4N# 1. ST&R7||||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SELF||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00105343||||||||||||||||||||||||||||||||||||||||
C000105365|CUSTOMER|S30W#0 6!RN3T!R7 & 1#ST#|07-May-2008|NORMAL|CORPORATE|LOW|LOW||SEAL|||977|Remarks: /Telephone2:9841545576|NEPAL|DEF_BUS_GROUP||01-01-1900||2008/05/07 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|004|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||S30W#0 6!RN3T!R7 & 1#ST# 1. !8Y&5|S30W#0 6!RN3T!R7 & 1#ST# 1. !8Y&5||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||||S30W#0 6!RN3T!R7 & 1#ST# 1. !8Y&5|S30W#0 6!R|S30W#0 6!RN3T!R7 & 1#ST# 1. !8Y&5|301908360, KTM-3|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SELF||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00105365||||||||||||||||||||||||||||||||||||||||
C000105446|CUSTOMER|8!W#83 #5R& V7T|07-May-2008|NORMAL|CORPORATE|LOW|LOW|||520535||977|Remarks: /Telephone2:9851003635|NEPAL|DEF_BUS_GROUP||01-01-1900||2008/05/07 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:500121306|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|004|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||8!W#83 #5R& V7T|8!W#83 #5R& V7T||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2013/11/14 00:00:00.000000000||8!W#83 #5R& V7T|8!W#83 #5R|8!W#83 #5R& V7T|500121306|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SELF||||avinab_5@hotmail.com||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00105446||||||||||||||||||||||||||||||||||||||||
C000105486|CUSTOMER|43M53R3 N3RM#N S7W#|07-May-2008|NORMAL|CORPORATE|LOW|LOW||SEAL|010520402||977|Remarks: /Telephone2:9851003578|NEPAL|DEF_BUS_GROUP||01-01-1900||2008/05/07 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:500004586|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|004|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||43M53R3 N3RM#N S7W#|43M53R3 N3RM#N S7W#||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/12/26 00:00:00.000000000||43M53R3 N3RM#N S7W#|43M53R3 N3|43M53R3 N3RM#N S7W#|683/051/052|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SELF||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00105486||||||||||||||||||||||||||||||||||||||||
C000105600|CUSTOMER|PR#Y#S4 N7P#0,84#83N5|04-Dec-2009|NORMAL|CORPORATE|LOW|LOW||STAMP|010-520450||977|Remarks: /Telephone2:9841344635|NEPAL|DEF_BUS_GROUP||01-01-1900||2009/12/04 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|004|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||PR#Y#S4 N7P#0,84#83N5|PR#Y#S4 N7P#0,84#83N5||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/12/07 00:00:00.000000000||PR#Y#S4 N7P#0,84#83N5|PR#Y#S4 N7|PR#Y#S4 N7P#0,84#83N5|302037931|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SELF||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00105600||||||||||||||||||||||||||||||||||||||||
C000105605|CUSTOMER|@4#5#W#T3 8#0 5#N#|05-Jun-2008|NORMAL|CORPORATE|LOW|LOW||GANA STAMP|010-520915||977|Remarks: /Telephone2:9841723615|NEPAL|DEF_BUS_GROUP||01-01-1900||2008/06/05 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|004|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||@4#5#W#T3 8#0 5#N#|@4#5#W#T3 8#0 5#N#||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/12/07 00:00:00.000000000||@4#5#W#T3 8#0 5#N#|@4#5#W#T3|@4#5#W#T3 8#0 5#N#||||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||RAMMANI||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00105605||||||||||||||||||||||||||||||||||||||||
C000105626|CUSTOMER|!.S 9&NSTR!9T3&N|12-Jun-2008|NORMAL|CORPORATE|LOW|LOW||PARBATI AND TANKA KR. SHR|010-520151||977|Remarks: /Telephone2:9851081368|NEPAL|DEF_BUS_GROUP||01-01-1900||2008/06/12 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|004|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||!.S 9&NSTR!9T3&N|!.S 9&NSTR!9T3&N||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2073/12/15 00:00:00.000000000||!.S 9&NSTR!9T3&N|!.S 9&NSTR|!.S 9&NSTR!9T3&N|300123049|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||PRABIN||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00105626||||||||||||||||||||||||||||||||||||||||
C000105627|CUSTOMER|@4#3R#@3 7NT7RPR3S7S|12-Jun-2008|NORMAL|CORPORATE|LOW|LOW||STAMP|520151||977|Remarks: /Telephone2:9851081368|NEPAL|DEF_BUS_GROUP||01-01-1900||2008/06/12 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|004|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||@4#3R#@3 7NT7RPR3S7S|@4#3R#@3 7NT7RPR3S7S||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/12/15 00:00:00.000000000||@4#3R#@3 7NT7RPR3S7S|@4#3R#@3 7|@4#3R#@3 7NT7RPR3S7S|300123049|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||PRABIN||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00105627||||||||||||||||||||||||||||||||||||||||
