CORP_KEY|ENTITY_TYPE|CORPORATENAME_NATIVE|RELATIONSHIP_STARTDATE|STATUS|LEGALENTITY_TYPE|SEGMENT|SUBSEGMENT|WEBSITE_ADDRESS|KEYCONTACT_PERSONNAME|PHONECITYCODE|PHONELOCALCODE|PHONECOUNTRYCODE|NOTES|PRINCIPLE_PLACEOPERATION|BUSINESS_GROUP|PRIMARYRM_ID|DATE_OF_INCORPORATION|DATE_OF_COMMENCEMENT|PRIMARY_SERVICE_CENTER|RELATIONSHIP_CREATEDBY|SECTOR|SUBSECTOR|TAXID|ENTITYCLASS|AVERAGE_ANNUALINCOME|SOURCE_OF_FUNDS|GROUP_ID|GROUP_ID_CODE|PARENT_CIF|CUSTOMER_RATING|HEALTH_CODE|RECORD_STATUS|EFFECTIVE_DATE|LINE_OF_ACTIVITY_DESC|CUST_MGR_OPIN|CUST_TYPE_DESC|CUST_STAT_CHG_DATE|TDS_TBL_DESC|CUST_SWIFT_CODE|IS_SWIFT_CODE_OF_BANK|CUSTDEPOSITSINOTHERBANKS|TOTALFUNDBASE|TOTALNONFUNDBASE|ADVANCEASONDATE|CUST_CONST|DOCUMENT_RECEIVED_FLAG|CRNCY_CODE_CORPORATE|TRADE_SERVICES_AVAILED|PRIMARYSOLID|CHRG_DR_FORACID|CHRG_DR_SOL_ID|CUST_CHRG_HISTORY_FLG|TOT_TOD_ALWD_TIMES|SMALL_STR1|SMALL_STR2|SMALL_STR3|SMALL_STR4|SMALL_STR5|SMALL_STR6|SMALL_STR7|SMALL_STR8|SMALL_STR9|SMALL_STR10|MED_STR1|MED_STR2|MED_STR3|MED_STR4|MED_STR5|MED_STR6|MED_STR7|MED_STR8|MED_STR9|MED_STR10|LARGE_STR1|LARGE_STR2|LARGE_STR3|LARGE_STR4|LARGE_STR5|DATE1|DATE2|DATE3|DATE4|DATE5|DATE6|DATE7|DATE8|DATE9|DATE10|NUMBER1|NUMBER2|NUMBER3|NUMBER4|NUMBER5|NUMBER6|NUMBER7|NUMBER8|NUMBER9|NUMBER10|DECIMAL1|DECIMAL2|DECIMAL3|DECIMAL4|DECIMAL5|DECIMAL6|DECIMAL7|DECIMAL9|DECIMAL10|DECIMAL8|CORE_CUST_ID|CIFID|CREATEDBYSYSTEMID|CORPORATENAME_NATIVE1|SHORT_NAME_NATIVE1|OWNERAGENT|PRIMARYRMLOGIN_ID|SECONDARYRMLOGIN_ID|TERTIARYRMLOGIN_ID|ACCESSOWNERGROUP|ACCESSOWNERSEGMENT|ACCESSOWNERBC|ACCESSOWNERAGENT|ACCESSASSIGNEEAGENT|PRIMARYPARENTCOMPANY|COUNTRYOFPRINCIPALOPERATION|PARENTCIF_ID|CHARGELEVELCODE|COUNTRYOFORIGIN|COUNTRYOFINCORPORATION|INTUSERFIELD1|INTUSERFIELD2|INTUSERFIELD3|INTUSERFIELD4|INTUSERFIELD5|STRUSERFIELD1|STRUSERFIELD2|STRUSERFIELD3|STRUSERFIELD4|STRUSERFIELD5|STRUSERFIELD6|STRUSERFIELD7|STRUSERFIELD8|STRUSERFIELD9|STRUSERFIELD10|STRUSERFIELD11|STRUSERFIELD12|STRUSERFIELD13|STRUSERFIELD14|STRUSERFIELD15|STRUSERFIELD16|STRUSERFIELD17|STRUSERFIELD18|STRUSERFIELD19|STRUSERFIELD20|STRUSERFIELD21|STRUSERFIELD22|STRUSERFIELD23|STRUSERFIELD24|STRUSERFIELD25|STRUSERFIELD26|STRUSERFIELD27|STRUSERFIELD28|STRUSERFIELD29|STRUSERFIELD30|DATEUSERFIELD1|DATEUSERFIELD2|DATEUSERFIELD3|DATEUSERFIELD4|DATEUSERFIELD5|NATIVELANGCODE|CUST_HLTH|LASTSUBMITTEDDATE|RISK_PROFILE_SCORE|RISK_PROFILE_EXPIRY_DATE|OUTSTANDING_MORTAGE|CORPORATE_NAME|SHORT_NAME|SHORT_NAME_NATIVE|REGISTRATION_NUMBER|CHANNELSACCESSED|ZIP|BACKENDID|DELINQUENCY_FLAG|SUSPEND_FLAG|SUSPEND_NOTES|SUSPEND_REASON|BLACKLIST_FLAG|BLACKLIST_NOTES|BLACKLIST_REASON|NEGATIVE_FLAG|NEGATIVE_NOTES|NEGATIVE_REASON|DSAID|CUSTASSET_CLASSIFICATION|CLASSIFIED_ON|CUST_CREATION_MODE|INCREMENTALDATEUPDATE|LANG_CODE|TDS_CUST_ID|OTHERLIMITS|CORE_INTROD_CUST_ID|INTROD_NAME|INTROD_STAT_CODE|ENTITY_STAGE|ENTITY_STEP_STATUS|EMAIL2|CUST_GRP|CUST_CONST_CODE|CUSTASSET_CLSFTION_CODE|LEGALENTITY_TYPE_CODE|REGION_CODE|PRIORITY_CODE|BUSINESS_TYPE_CODE|RELATIONSHIP_TYPE_CODE|CRNCY_CODE|STR1|STR2|STR3|STR4|STR5|STR6|STR7|STR8|STR9|STR10|STR11|STR12|STR13|STR14|STR15|AMOUNT1|AMOUNT2|AMOUNT3|AMOUNT4|AMOUNT5|INT1|INT2|INT3|INT4|INT5|FLAG1|FLAG2|FLAG3|FLAG4|FLAG5|MLUSERFIELD1|MLUSERFIELD2|MLUSERFIELD3|MLUSERFIELD4|MLUSERFIELD5|MLUSERFIELD6|MLUSERFIELD7|MLUSERFIELD8|MLUSERFIELD9|MLUSERFIELD10|UNIQUEGROUPFLAG|BANK_ID|ZAKAT_DEDUCTION|ASSET_CLASSIFICATION|CUSTOMER_LEVEL_PROVISIONING|ISLAMIC_BANKING_CUSTOMER|PREFERREDCALENDAR|IDTYPEC1|IDTYPEC2|IDTYPEC3|IDTYPEC4|IDTYPEC5|IDTYPEC6|IDTYPEC7|IDTYPEC8|IDTYPEC9|IDTYPEC10|CORPORATE_NAME_ALT1|SHORT_NAME_ALT1|KEYCONTACT_PERSONNAME_ALT1|PARENT_CIF_ALT1|BOCREATEDBYLOGINID|SUBMITFORKYC|KYC_REVIEWDATE|KYC_DATE|RISKRATING|FOREIGNACCTAXREPORTINGREQ|FOREIGNTAXREPORTINGCOUNTRY|FOREIGNTAXREPORTINGSTATUS|LASTFOREIGNTAXREVIEWDATE|NEXTFOREIGNTAXREVIEWDATE|FATCAREMARKS|MLUSERFIELD11|MLUSERFIELD12|MLUSERFIELD13|MLUSERFIELD14|MLUSERFIELD15|MLUSERFIELD16|MLUSERFIELD17|MLUSERFIELD18|MLUSERFIELD19|INT6|INT7|DATE6_1|DATE7_1|DATE8_1|DATE9_1|DATE10_1
C000000001|CUSTOMER|S#N3M# PVT. 0T8|21-Dec-2008|NORMAL|CORPORATE|LOW|LOW|||4445952||977||NEPAL|DEF_BUS_GROUP||01-01-1900||2008/12/21 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:301136581|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|001|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||S#N3M# PVT. 0T8|S#N3M# PVT. 0T8||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2017/01/01 00:00:00.000000000||S#N3M# PVT. 0T8|S#N3M# PVT|S#N3M# PVT. 0T8|20259/059/60|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00000001||||||||||||||||||||||||||||||||||||||||
C000000029|CUSTOMER|#5N3 3N9&RP&R#T78 PVT. 0T|22-Dec-2004|NORMAL|CORPORATE|HIGH|HIGH||CABINET SHRESTHA|4414628/29||977|Remarks: /Telephone2:|NEPAL|DEF_BUS_GROUP||01-01-1900||2004/12/22 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:300045572|DEF_CLASS|000|BUSINESS||||HR High||||||||||N|||||||NPR|Y|001|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||#5N3 3N9&RP&R#T78 PVT. 0T8.|#5N3 3N9&RP&R#T78 PVT. 0T8.||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2017/02/22 00:00:00.000000000||#5N3 3N9&RP&R#T78 PVT. 0T8.|#5N3 3N9&R|#5N3 3N9&RP&R#T78 PVT. 0T8.|4103/059|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||DIPENDR||||niranjan@agniinc.com.np||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00000029||||||||||||||||||||||||||||||||||||||||
C000000044|CUSTOMER|1R3Y#P!TR3 @4#@#N N3RM#N|04-Dec-2009|NORMAL|CORPORATE|LOW|LOW|||445952, 4370865||977|Remarks: /Telephone2:9851025947|NEPAL|DEF_BUS_GROUP||01-01-1900||2009/12/04 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|001|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||1R3Y#P!TR3 @4#@#N N3RM#N P.3.9|1R3Y#P!TR3 @4#@#N N3RM#N P.3.9||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/12/28 00:00:00.000000000||1R3Y#P!TR3 @4#@#N N3RM#N P.3.9|1R3Y#P!TR3|1R3Y#P!TR3 @4#@#N N3RM#N P.3.9||||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SANTOSH||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00000044||||||||||||||||||||||||||||||||||||||||
C000000105|CUSTOMER|N9700 PR3V#T7 03M3T78|26-Apr-2010|NORMAL|CORPORATE|MEDIUM|MEDIUM||SUREN  JEEVAKA AMARASEKER|9805554444/||977|Remarks: /Telephone2:9802100666|NEPAL|DEF_BUS_GROUP||01-01-1900||2010/04/26 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:300325694|DEF_CLASS|000|BUSINESS||||MR Medium||||||||||N|||||||NPR|Y|001|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||N9700 PR3V#T7 03M3T78|N9700 PR3V#T7 03M3T78||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2017/01/03 00:00:00.000000000||N9700 PR3V#T7 03M3T78|N9700 PR3V|N9700 PR3V#T7 03M3T78|15888/2057/058|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SELF||||www.ncell.axiata.com||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00000105||||||||||||||||||||||||||||||||||||||||
C000000123|CUSTOMER|N7P#0 M7R. @#N.& 63N. 0T8|28-Dec-2004|NORMAL|CORPORATE|LOW|LOW||UPENDRA POUDYAL|246160||977||NEPAL|DEF_BUS_GROUP||01-01-1900||2004/12/28 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|001|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||NM@ @#N1 03M3T78|NM@ @#N1 03M3T78||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/12/29 00:00:00.000000000||NM@ @#N1 03M3T78|NM@ @#N1 0|NM@ @#N1 03M3T78|238/052/53|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||ZANAK||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00000123||||||||||||||||||||||||||||||||||||||||
C000000125|CUSTOMER|!N3T78 3NS. 9&. (N) 0T8.|28-Dec-2004|NORMAL|CORPORATE|LOW|LOW||UNITED INSURANCE CO.|5111111||977|Remarks: /Telephone2:9849148528|NEPAL|DEF_BUS_GROUP||01-01-1900||2004/12/28 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:500058017|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|001|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||!N3T78 3NS. 9&. (N) 0T8.|!N3T78 3NS. 9&. (N) 0T8.||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2017/01/04 00:00:00.000000000||!N3T78 3NS. 9&. (N) 0T8.|!N3T78 3NS|!N3T78 3NS. 9&. (N) 0T8.|500058017|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SATYA||||uic@mail.com.np||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00000125||||||||||||||||||||||||||||||||||||||||
C000000135|CUSTOMER|M#031# 87V70&PM7NT @#N1 0|15-Dec-2009|NORMAL|CORPORATE|LOW|LOW|||091523738||977||NEPAL|DEF_BUS_GROUP||01-01-1900||2009/12/15 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:301280758|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|001|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||M#4#0#XM3 @31#S @#N1 03M3T78|M#4#0#XM3 @31#S @#N1 03M3T78||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2010/08/22 00:00:00.000000000||M#4#0#XM3 @31#S @#N1 03M3T78|M#4#0#XM3|M#4#0#XM3 @31#S @#N1 03M3T78||||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||0010009007511||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00000135||||||||||||||||||||||||||||||||||||||||
C000000136|CUSTOMER|1!M#R3 @#N1 0T8.|04-Jan-2005|NORMAL|CORPORATE|LOW|LOW||STAMP|4232112/113||977||NEPAL|DEF_BUS_GROUP||01-01-1900||2005/01/04 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|001|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||1!M#R3 @#N1 0T8.|1!M#R3 @#N1 0T8.||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||||1!M#R3 @#N1 0T8.|1!M#R3 @#N|1!M#R3 @#N1 0T8.||||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00000136||||||||||||||||||||||||||||||||||||||||
C000000137|CUSTOMER|PR7M37R 3NS. 9&. (N) 0T8.|04-Jan-2005|NORMAL|CORPORATE|MEDIUM|MEDIUM||RADHE SHYAM GORKHALI|4413543, 441064|8, 4439358|977|Remarks: /Telephone2:9841630680|NEPAL|DEF_BUS_GROUP||01-01-1900||2005/01/04 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:500060418|DEF_CLASS|000|BUSINESS||||MR Medium||||||||||N|||||||NPR|Y|001|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||PR7M37R 3NS!R#N97|PR7M37R 3NS!R#N97||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2017/05/26 00:00:00.000000000||PR7M37R 3NS!R#N97|PR7M37R 3N|PR7M37R 3NS!R#N97|62/048/49|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||0010009007511||||premier@picl.com.np||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00000137||||||||||||||||||||||||||||||||||||||||
C000000139|CUSTOMER|87V.  9R783T @#N1 03M3T78|06-Jan-2005|NORMAL|CORPORATE|LOW|LOW||SHASHI K. MASKEY|||977||NEPAL|DEF_BUS_GROUP||01-01-1900||2005/01/06 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|001|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||5R#N8 @#N1 N7P#0 0T8|5R#N8 @#N1 N7P#0 0T8||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2010/08/22 00:00:00.000000000||5R#N8 @#N1 N7P#0 0T8|5R#N8 @#N1|5R#N8 @#N1 N7P#0 0T8||||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||ZANAK||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00000139||||||||||||||||||||||||||||||||||||||||
