CORP_KEY|ENTITY_TYPE|CORPORATENAME_NATIVE|RELATIONSHIP_STARTDATE|STATUS|LEGALENTITY_TYPE|SEGMENT|SUBSEGMENT|WEBSITE_ADDRESS|KEYCONTACT_PERSONNAME|PHONECITYCODE|PHONELOCALCODE|PHONECOUNTRYCODE|NOTES|PRINCIPLE_PLACEOPERATION|BUSINESS_GROUP|PRIMARYRM_ID|DATE_OF_INCORPORATION|DATE_OF_COMMENCEMENT|PRIMARY_SERVICE_CENTER|RELATIONSHIP_CREATEDBY|SECTOR|SUBSECTOR|TAXID|ENTITYCLASS|AVERAGE_ANNUALINCOME|SOURCE_OF_FUNDS|GROUP_ID|GROUP_ID_CODE|PARENT_CIF|CUSTOMER_RATING|HEALTH_CODE|RECORD_STATUS|EFFECTIVE_DATE|LINE_OF_ACTIVITY_DESC|CUST_MGR_OPIN|CUST_TYPE_DESC|CUST_STAT_CHG_DATE|TDS_TBL_DESC|CUST_SWIFT_CODE|IS_SWIFT_CODE_OF_BANK|CUSTDEPOSITSINOTHERBANKS|TOTALFUNDBASE|TOTALNONFUNDBASE|ADVANCEASONDATE|CUST_CONST|DOCUMENT_RECEIVED_FLAG|CRNCY_CODE_CORPORATE|TRADE_SERVICES_AVAILED|PRIMARYSOLID|CHRG_DR_FORACID|CHRG_DR_SOL_ID|CUST_CHRG_HISTORY_FLG|TOT_TOD_ALWD_TIMES|SMALL_STR1|SMALL_STR2|SMALL_STR3|SMALL_STR4|SMALL_STR5|SMALL_STR6|SMALL_STR7|SMALL_STR8|SMALL_STR9|SMALL_STR10|MED_STR1|MED_STR2|MED_STR3|MED_STR4|MED_STR5|MED_STR6|MED_STR7|MED_STR8|MED_STR9|MED_STR10|LARGE_STR1|LARGE_STR2|LARGE_STR3|LARGE_STR4|LARGE_STR5|DATE1|DATE2|DATE3|DATE4|DATE5|DATE6|DATE7|DATE8|DATE9|DATE10|NUMBER1|NUMBER2|NUMBER3|NUMBER4|NUMBER5|NUMBER6|NUMBER7|NUMBER8|NUMBER9|NUMBER10|DECIMAL1|DECIMAL2|DECIMAL3|DECIMAL4|DECIMAL5|DECIMAL6|DECIMAL7|DECIMAL9|DECIMAL10|DECIMAL8|CORE_CUST_ID|CIFID|CREATEDBYSYSTEMID|CORPORATENAME_NATIVE1|SHORT_NAME_NATIVE1|OWNERAGENT|PRIMARYRMLOGIN_ID|SECONDARYRMLOGIN_ID|TERTIARYRMLOGIN_ID|ACCESSOWNERGROUP|ACCESSOWNERSEGMENT|ACCESSOWNERBC|ACCESSOWNERAGENT|ACCESSASSIGNEEAGENT|PRIMARYPARENTCOMPANY|COUNTRYOFPRINCIPALOPERATION|PARENTCIF_ID|CHARGELEVELCODE|COUNTRYOFORIGIN|COUNTRYOFINCORPORATION|INTUSERFIELD1|INTUSERFIELD2|INTUSERFIELD3|INTUSERFIELD4|INTUSERFIELD5|STRUSERFIELD1|STRUSERFIELD2|STRUSERFIELD3|STRUSERFIELD4|STRUSERFIELD5|STRUSERFIELD6|STRUSERFIELD7|STRUSERFIELD8|STRUSERFIELD9|STRUSERFIELD10|STRUSERFIELD11|STRUSERFIELD12|STRUSERFIELD13|STRUSERFIELD14|STRUSERFIELD15|STRUSERFIELD16|STRUSERFIELD17|STRUSERFIELD18|STRUSERFIELD19|STRUSERFIELD20|STRUSERFIELD21|STRUSERFIELD22|STRUSERFIELD23|STRUSERFIELD24|STRUSERFIELD25|STRUSERFIELD26|STRUSERFIELD27|STRUSERFIELD28|STRUSERFIELD29|STRUSERFIELD30|DATEUSERFIELD1|DATEUSERFIELD2|DATEUSERFIELD3|DATEUSERFIELD4|DATEUSERFIELD5|NATIVELANGCODE|CUST_HLTH|LASTSUBMITTEDDATE|RISK_PROFILE_SCORE|RISK_PROFILE_EXPIRY_DATE|OUTSTANDING_MORTAGE|CORPORATE_NAME|SHORT_NAME|SHORT_NAME_NATIVE|REGISTRATION_NUMBER|CHANNELSACCESSED|ZIP|BACKENDID|DELINQUENCY_FLAG|SUSPEND_FLAG|SUSPEND_NOTES|SUSPEND_REASON|BLACKLIST_FLAG|BLACKLIST_NOTES|BLACKLIST_REASON|NEGATIVE_FLAG|NEGATIVE_NOTES|NEGATIVE_REASON|DSAID|CUSTASSET_CLASSIFICATION|CLASSIFIED_ON|CUST_CREATION_MODE|INCREMENTALDATEUPDATE|LANG_CODE|TDS_CUST_ID|OTHERLIMITS|CORE_INTROD_CUST_ID|INTROD_NAME|INTROD_STAT_CODE|ENTITY_STAGE|ENTITY_STEP_STATUS|EMAIL2|CUST_GRP|CUST_CONST_CODE|CUSTASSET_CLSFTION_CODE|LEGALENTITY_TYPE_CODE|REGION_CODE|PRIORITY_CODE|BUSINESS_TYPE_CODE|RELATIONSHIP_TYPE_CODE|CRNCY_CODE|STR1|STR2|STR3|STR4|STR5|STR6|STR7|STR8|STR9|STR10|STR11|STR12|STR13|STR14|STR15|AMOUNT1|AMOUNT2|AMOUNT3|AMOUNT4|AMOUNT5|INT1|INT2|INT3|INT4|INT5|FLAG1|FLAG2|FLAG3|FLAG4|FLAG5|MLUSERFIELD1|MLUSERFIELD2|MLUSERFIELD3|MLUSERFIELD4|MLUSERFIELD5|MLUSERFIELD6|MLUSERFIELD7|MLUSERFIELD8|MLUSERFIELD9|MLUSERFIELD10|UNIQUEGROUPFLAG|BANK_ID|ZAKAT_DEDUCTION|ASSET_CLASSIFICATION|CUSTOMER_LEVEL_PROVISIONING|ISLAMIC_BANKING_CUSTOMER|PREFERREDCALENDAR|IDTYPEC1|IDTYPEC2|IDTYPEC3|IDTYPEC4|IDTYPEC5|IDTYPEC6|IDTYPEC7|IDTYPEC8|IDTYPEC9|IDTYPEC10|CORPORATE_NAME_ALT1|SHORT_NAME_ALT1|KEYCONTACT_PERSONNAME_ALT1|PARENT_CIF_ALT1|BOCREATEDBYLOGINID|SUBMITFORKYC|KYC_REVIEWDATE|KYC_DATE|RISKRATING|FOREIGNACCTAXREPORTINGREQ|FOREIGNTAXREPORTINGCOUNTRY|FOREIGNTAXREPORTINGSTATUS|LASTFOREIGNTAXREVIEWDATE|NEXTFOREIGNTAXREVIEWDATE|FATCAREMARKS|MLUSERFIELD11|MLUSERFIELD12|MLUSERFIELD13|MLUSERFIELD14|MLUSERFIELD15|MLUSERFIELD16|MLUSERFIELD17|MLUSERFIELD18|MLUSERFIELD19|INT6|INT7|DATE6_1|DATE7_1|DATE8_1|DATE9_1|DATE10_1
C000099918|CUSTOMER|93T P#R#M7839#0 9&00757 P|07-Sep-2007|NORMAL|CORPORATE|LOW|LOW||CIT PARAMEDICAL COLLE P L|||977|Remarks: /Telephone2:9851036503|NEPAL|DEF_BUS_GROUP||01-01-1900||2007/09/07 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:301649234|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|002|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||93T P#R#M7839#0 9&00757 PVT. 0T8.|93T P#R#M7839#0 9&00757 PVT. 0T8.||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2012/05/20 00:00:00.000000000||93T P#R#M7839#0 9&00757 PVT. 0T8.|93T P#R#M7|93T P#R#M7839#0 9&00757 PVT. 0T8.|301649234|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SELF||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00099918||||||||||||||||||||||||||||||||||||||||
C000100092|CUSTOMER|S#5#RM#T4# &30 97NT7R|17-Sep-2007|NORMAL|CORPORATE|LOW|LOW|||023-580067||977|Remarks: /Telephone2:9852670021|NEPAL|DEF_BUS_GROUP||01-01-1900||2007/09/17 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:301369800|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|002|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||S#5#RM#T4# &30 97NT7R|S#5#RM#T4# &30 97NT7R||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2007/09/17 00:00:00.000000000||S#5#RM#T4# &30 97NT7R|S#5#RM#T4#|S#5#RM#T4# &30 97NT7R|301369800|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SELF||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00100092||||||||||||||||||||||||||||||||||||||||
C000100107|CUSTOMER|T#2P!R3Y# S&937TY W706#R7|14-Oct-2007|NORMAL|CORPORATE|LOW|LOW||TEKENDRA DHAKAL|023-691590||977|Remarks: /Telephone2:9852675178|NEPAL|DEF_BUS_GROUP||01-01-1900||2007/10/14 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|002|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||T#2P!R3Y# S&937TY W706#R7 9&!N930|T#2P!R3Y# S&937TY W706#R7 9&!N930||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/12/07 00:00:00.000000000||T#2P!R3Y# S&937TY W706#R7 9&!N930|T#2P!R3Y#|T#2P!R3Y# S&937TY W706#R7 9&!N930|386|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||TIKA||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00100107||||||||||||||||||||||||||||||||||||||||
C000100115|CUSTOMER|24#P# 9#MP!S|16-Oct-2007|NORMAL|CORPORATE|LOW|LOW||SHANTI RAM ACHARYA|580725,580992,5|83668|977||NEPAL|DEF_BUS_GROUP||01-01-1900||2007/10/16 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|002|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||24#P# 9#MP!S|24#P# 9#MP!S||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/07/13 00:00:00.000000000||24#P# 9#MP!S|24#P# 9#MP|24#P# 9#MP!S|7484|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||NIRMATA||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00100115||||||||||||||||||||||||||||||||||||||||
C000100126|CUSTOMER|S#N5#M SW77T|30-Oct-2007|NORMAL|CORPORATE|LOW|LOW||BIMAL SHARMA|023-580739||977||NEPAL|DEF_BUS_GROUP||01-01-1900||2007/10/30 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:300617818|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|002|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||S#N5#M SW77T|S#N5#M SW77T||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2007/10/30 00:00:00.000000000||S#N5#M SW77T|S#N5#M SW7|S#N5#M SW77T|PAN 300617818|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SELF||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00100126||||||||||||||||||||||||||||||||||||||||
C000100165|CUSTOMER|1#N94#N2#N5# M P 9& S 0T8|31-Dec-2009|NORMAL|CORPORATE|LOW|LOW||STAMP|||977|Remarks: /Telephone2:9852675010|NEPAL|DEF_BUS_GROUP||01-01-1900||2009/12/31 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|002|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||1#N94#N2#N5# M P 9& S 0T8|1#N94#N2#N5# M P 9& S 0T8||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/07/13 00:00:00.000000000||1#N94#N2#N5# M P 9& S 0T8|1#N94#N2#N|1#N94#N2#N5# M P 9& S 0T8|3/1/7(173)056/57|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||||||kmulticosl@gmail.com||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00100165||||||||||||||||||||||||||||||||||||||||
C000100266|CUSTOMER|2#Y M# #NN#P!RN# TR#87RS|27-Mar-2009|NORMAL|CORPORATE|LOW|LOW||JANAK RAJ RAI|9852670354 (GO)||977|Remarks: /Telephone2:9852670072|NEPAL|DEF_BUS_GROUP||01-01-1900||2009/03/27 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:302063697|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|002|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||2#Y M# #NN#P!RN# TR#87RS|2#Y M# #NN#P!RN# TR#87RS||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2013/06/26 00:00:00.000000000||2#Y M# #NN#P!RN# TR#87RS|2#Y M# #NN|2#Y M# #NN#P!RN# TR#87RS|302063697|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||||||govinda_damak@yahoo.com||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00100266||||||||||||||||||||||||||||||||||||||||
C000100268|CUSTOMER|P#T43@4#R# TR#V70S & T&!R|20-Dec-2007|NORMAL|CORPORATE|LOW|LOW|||023-581401,5811|75|977|Remarks: /Telephone2:9852676401|NEPAL|DEF_BUS_GROUP||01-01-1900||2007/12/20 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:300679320|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|002|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||P#T43@4#R# TR#V70S & T&!RS|P#T43@4#R# TR#V70S & T&!RS||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/07/13 00:00:00.000000000||P#T43@4#R# TR#V70S & T&!RS|P#T43@4#R#|P#T43@4#R# TR#V70S & T&!RS|PAN 300679320|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SUMITA||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00100268||||||||||||||||||||||||||||||||||||||||
C000100351|CUSTOMER|8#M#1 N#5#R 1#R#T7 14#0|28-Dec-2007|NORMAL|CORPORATE|LOW|LOW||PURNA KUMARI NEPAL|||977|Remarks: /Telephone2:9852677772|NEPAL|DEF_BUS_GROUP||01-01-1900||2007/12/28 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:0|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|002|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||8#M#1 N#5#R 1#R#T7 1470 S#M3T3|8#M#1 N#5#R 1#R#T7 1470 S#M3T3||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2016/07/13 00:00:00.000000000||8#M#1 N#5#R 1#R#T7 1470 S#M3T3|8#M#1 N#5#|8#M#1 N#5#R 1#R#T7 1470 S#M3T3|3932|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||BIMAL||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00100351||||||||||||||||||||||||||||||||||||||||
C000100534|CUSTOMER|#M3T 13R#N# P#S#0|22-Jan-2008|NORMAL|CORPORATE|LOW|LOW||OM BIKRAM THAPA|||977|Remarks: /Telephone2:9852675410|NEPAL|DEF_BUS_GROUP||01-01-1900||2008/01/22 00:00:00.000000000|DEF_USER|DEF_SECTOR|001|PAN:300712234|DEF_CLASS|000|BUSINESS||||LR Low||||||||||N|||||||NPR|Y|002|||Y|999||||||||||||||||||||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||#M3T 13R#N# P#S#0|#M3T 13R#N# P#S#0||DEF_PLOGIN_ID||||||||||||NEPAL|NEPAL||||||M/S||Y|0016||Y||||||||N||NEPAL|||||||||||NEPAL||NPR||||||||DEF_HEALTH_CODE|||2013/11/14 00:00:00.000000000||#M3T 13R#N# P#S#0|#M3T 13R#N|#M3T 13R#N# P#S#0|300712234,BHADRAPUR|||||||||||||||DEF_ASSET_TYPE||U||DEF_LANG_CODE||||SELF||||||||||DEF_PRIORITY_CODE|DEF_BUSTYPE_CODE|DEF_RELTYPE_CODE|NPR||||||||||||||||000||||||||||||||||||||||||||01||||||00100534||||||||||||||||||||||||||||||||||||||||
